pubmed_id,abstract,topic,clean
7542747,"Mutations in the gene for the granulocyte colony-stimulating-factor receptor in patients with acute myeloid leukemia preceded by severe congenital neutropenia. In severe congenital neutropenia the maturation of myeloid progenitor cells is arrested. The myelodysplastic syndrome and acute myeloid leukemia develop in some patients with severe congenital neutropenia. Abnormalities in the signal-transduction pathways for granulocyte colony-stimulating factor (G-CSF) may play a part in the progression to acute myeloid leukemia. We isolated genomic DNA and RNA from hematopoietic cells obtained from two patients with acute myeloid leukemia and histories of severe congenital neutropenia. The nucleotide sequences encoding the cytoplasmic domain of the G-CSF receptor were amplified by means of the polymerase chain reaction and sequenced. Murine myeloid 32D.C10 cells were transfected with complementary DNA encoding the wild-type or mutant G-CSF receptors and tested for their responses to G-CSF. Point mutations in the gene for the G-CSF receptor were identified in both patients. The mutations, a substitution of thymine for cytosine at the codon for glutamine at position 718 (Gln718) in one patient and at the codon for glutamine at position 731(Gln731) in the other, caused a truncation of the C-terminal cytoplasmic region of the receptor. Both mutant and wild-type genes for the G-CSF receptor were present in leukemic cells from the two patients. In one patient, the mutation was also found in the neutropenic stage, before the progression to acute myeloid leukemia. The 32D.C10 cells expressing mutant receptors had abnormally high proliferative responses but failed to mature when cultured in G-CSF. The mutant G-CSF receptors also interfered with terminal maturation mediated by the wild-type G-CSF receptor in the 32D.C10 cells that coexpressed the wild-type and mutant receptors. Mutations in the gene for the G-CSF receptor that interrupt signals required for the maturation of myeloid cells are involved in the pathogenesis of severe congenital neutropenia and associated with the progression to acute myeloid leukemia.",Gene therapy,mutation gene granulocyte colonystimulatingfactor receptor patient acute myeloid leukemia preceded severe congenital neutropenia severe congenital neutropenia maturation myeloid progenitor cell arrested myelodysplastic syndrome acute myeloid leukemia develop patient severe congenital neutropenia abnormality signaltransduction pathway granulocyte colonystimulating factor gcsf may play part progression acute myeloid leukemia isolated genomic dna rna hematopoietic cell obtained two patient acute myeloid leukemia history severe congenital neutropenia nucleotide sequence encoding cytoplasmic domain gcsf receptor amplified mean polymerase chain reaction sequenced murine myeloid dc cell transfected complementary dna encoding wildtype mutant gcsf receptor tested response gcsf point mutation gene gcsf receptor identified patient mutation substitution thymine cytosine codon glutamine position gln one patient codon glutamine position gln caused truncation cterminal cytoplasmic region receptor mutant wildtype gene gcsf receptor present leukemic cell two patient one patient mutation also found neutropenic stage progression acute myeloid leukemia dc cell expressing mutant receptor abnormally high proliferative response failed mature cultured gcsf mutant gcsf receptor also interfered terminal maturation mediated wildtype gcsf receptor dc cell coexpressed wildtype mutant receptor mutation gene gcsf receptor interrupt signal required maturation myeloid cell involved pathogenesis severe congenital neutropenia associated progression acute myeloid leukemia
7542703,"Malnutrition and the brain: changing concepts, changing concerns. Our conceptions of how malnutrition endured early in life affects brain development have evolved considerably since the mid-1960s. At that time, it was feared that malnutrition endured during certain sensitive periods in early development would produce irreversible brain damage possibly resulting in mental retardation and an impairment in brain function. We now know that most of the alterations in the growth of various brain structures eventually recover (to some extent), although permanent alterations in the hippocampus and cerebellum remain. However, recent neuropharmacological research has revealed long-lasting, if not permanent, changes in brain neural receptor function resulting from an early episode of malnutrition. These more recent findings indicate that the kinds of behaviors and cognitive functions impaired by malnutrition may be more related to emotional responses to stressful events than to cognitive deficits per se, the age range of vulnerability to these long-term effects of malnutrition may be much greater than we had suspected and the minimal amount of malnutrition (hunger) necessary to produce these long-term alterations is unknown.",Gene therapy,malnutrition brain changing concept changing concern conception malnutrition endured early life affect brain development evolved considerably since mids time feared malnutrition endured certain sensitive period early development produce irreversible brain damage possibly resulting mental retardation impairment brain function know alteration growth various brain structure eventually recover extent although permanent alteration hippocampus cerebellum remain however recent neuropharmacological research revealed longlasting permanent change brain neural receptor function resulting early episode malnutrition recent finding indicate kind behavior cognitive function impaired malnutrition may related emotional response stressful event cognitive deficit per se age range vulnerability longterm effect malnutrition may much greater suspected minimal amount malnutrition hunger necessary produce longterm alteration unknown
7542684,"Measurement of methemoglobin formation from oxyhemoglobin. A real-time, continuous assay of nitric oxide release by human polymorphonuclear leukocytes. We have evaluated the spectrophotometric measurement (at 401 vs. 411 nm) of nitric oxide (NO)-dependent methemoglobin formation from oxyhemoglobin in order to assess NO release from human polymorphonuclear neutrophil leukocytes (PMN). S-nitroso-D,L-acetyl-penicillamine (SNAP, 25-200 microM), a donor of NO, induced a dose-dependent methemoglobin formation. Furthermore, when PMN were activated with N-formyl-methionylleucyl-phenylalanine or phorbol myristate acetate in the presence of superoxide dismutase (SOD) and catalase, methemoglobin formation ensued. The amount of methemoglobin formed was dependent on the amounts of oxyhemoglobin and stimulus used, and the number of PMN in the assay. The NO synthase (NOS) inhibitors NG-monomethyl-L-arginine or nitro-L-arginine methyl ester did not affect methemoglobin generation from oxyhemoglobin induced by SNAP but inhibited that mediated by activated PMN with IC50 values of 250 microM and 340 microM, respectively. The substrate for NO formation from NOS, L-arginine in concentrations up to 1 mM did not significantly influence the methemoglobin formation either induced by SNAP or activated PMN. Exclusion of SOD did not affect SNAP-dependent oxidation of oxyhemoglobin. Exclusion of SOD from the cell-containing system attenuated methemoglobin formation, and if catalase was also excluded the response was further reduced. Finally, PMN from a patient with X-linked chronic granulomatous disease, unable to produce superoxide anions, showed a similar production of methemoglobin from HbO2 as did healthy PMN, activated with the respective agonists. We conclude that spectrophotometric measurement of methemoglobin formation from oxyhemoglobin in the presence of SOD and catalase is a suitable method for the measurement of NO release from PMN, with the benefits of a real-time, continuous assay.",Gene therapy,measurement methemoglobin formation oxyhemoglobin realtime continuous assay nitric oxide release human polymorphonuclear leukocyte evaluated spectrophotometric measurement v nm nitric oxide nodependent methemoglobin formation oxyhemoglobin order ass release human polymorphonuclear neutrophil leukocyte pmn snitrosodlacetylpenicillamine snap microm donor induced dosedependent methemoglobin formation furthermore pmn activated nformylmethionylleucylphenylalanine phorbol myristate acetate presence superoxide dismutase sod catalase methemoglobin formation ensued amount methemoglobin formed dependent amount oxyhemoglobin stimulus used number pmn assay synthase no inhibitor ngmonomethyllarginine nitrolarginine methyl ester affect methemoglobin generation oxyhemoglobin induced snap inhibited mediated activated pmn ic value microm microm respectively substrate formation no larginine concentration mm significantly influence methemoglobin formation either induced snap activated pmn exclusion sod affect snapdependent oxidation oxyhemoglobin exclusion sod cellcontaining system attenuated methemoglobin formation catalase also excluded response reduced finally pmn patient xlinked chronic granulomatous disease unable produce superoxide anion showed similar production methemoglobin hbo healthy pmn activated respective agonist conclude spectrophotometric measurement methemoglobin formation oxyhemoglobin presence sod catalase suitable method measurement release pmn benefit realtime continuous assay
7542630,"Specificity and cross-reactivity of anti-galactocerebroside antibodies. Anti-galactocerebroside (GalC) antibodies have been reported to inhibit myelin formation, cause demyelination, and block HIV-I infection of neural cells. We examined the binding of 3 monoclonal and polyclonal anti-GalC antibodies to a panel of purified glycolipids by ELISA and by an immunospot assay on nitrocellulose blots. All 3 antibodies bound strongly to GM1 ganglioside, monogalactosyl diglyceride, and asialo-GM1, and 2 of the antibodies bound to GD1b and psychosine. The anti-GalC antibodies also bound to 3 glycoprotein bands in human neuroblastoma cells on Western blot, and binding to the proteins was abolished by pre-treatment with pronase or with periodate which oxidizes the terminal carbohydrate residues. These results indicate that anti-GalC antibodies cross react with oligosaccharide determinants of other glycolipids and glycoproteins, and that these cross-reactivities may be responsible for some of the biological effects of the anti-GalC antibodies.",Gene therapy,specificity crossreactivity antigalactocerebroside antibody antigalactocerebroside galc antibody reported inhibit myelin formation cause demyelination block hivi infection neural cell examined binding monoclonal polyclonal antigalc antibody panel purified glycolipids elisa immunospot assay nitrocellulose blot antibody bound strongly gm ganglioside monogalactosyl diglyceride asialogm antibody bound gdb psychosine antigalc antibody also bound glycoprotein band human neuroblastoma cell western blot binding protein abolished pretreatment pronase periodate oxidizes terminal carbohydrate residue result indicate antigalc antibody cross react oligosaccharide determinant glycolipids glycoprotein crossreactivities may responsible biological effect antigalc antibody
7542388,"Correspondence re: Kaiserling E, Horny HP, Geerts M-L, Schmid U: Skin involvement in myelogenous leukemia: morphologic and immunophenotypic heterogeneity of skin infiltrates. Mod Pathol 7:771, 1994. ",Gene therapy,correspondence kaiserling horny hp geerts ml schmid skin involvement myelogenous leukemia morphologic immunophenotypic heterogeneity skin infiltrates mod pathol
7542336,"Acute administration of buprenorphine in humans: partial agonist and blockade effects. Buprenorphine, a mixed opioid agonist-antagonist, is being investigated as a treatment for opioid dependence. This study compared the acute subjective and physiological effects of sublingual buprenorphine to those of p.o. methadone over a wide range of doses and compared the ability of both drugs to alter the effects of an opioid challenge. Male inpatient volunteers (n = 9) with histories of opioid abuse participated in this double-blind, double-dummy study. Sublingual buprenorphine (0, 0.5, 2, 8, 16 and 32 mg) and p.o. methadone (3.75, 15 and 60 mg) were administered once weekly according to a Latin-square design, and subjects were monitored on a variety of physiological and subjective measures. Twenty-four hours later, subjects were tested with ascending doses of i.m. hydromorphone (0, 1 and 4 mg) given 45 min apart. Buprenorphine and methadone produced typical opioid agonist effects of long duration, including pupillary constriction, respiratory depression and elevations on subject-rated and observer-rated indices of euphoria, sedation and opioid-like symptoms. The buprenorphine dose-effect curves were nonlinear and maximal effects for most physiological and subjective measures were observed between 4 and 8 mg, with no greater effects observed at higher doses. The methadone dose-effect curves were linear across the range of doses tested. High doses of buprenorphine and methadone both attenuated the response to hydromorphone challenge 24 hr later. These data indicate that there is a ceiling on the effects of buprenorphine in humans that may reduce its abuse liability and increase its safety, and indicate that opioid blockade occurs after acute administration of buprenorphine or methadone.",Gene therapy,acute administration buprenorphine human partial agonist blockade effect buprenorphine mixed opioid agonistantagonist investigated treatment opioid dependence study compared acute subjective physiological effect sublingual buprenorphine po methadone wide range dos compared ability drug alter effect opioid challenge male inpatient volunteer history opioid abuse participated doubleblind doubledummy study sublingual buprenorphine mg po methadone mg administered weekly according latinsquare design subject monitored variety physiological subjective measure twentyfour hour later subject tested ascending dos im hydromorphone mg given min apart buprenorphine methadone produced typical opioid agonist effect long duration including pupillary constriction respiratory depression elevation subjectrated observerrated index euphoria sedation opioidlike symptom buprenorphine doseeffect curve nonlinear maximal effect physiological subjective measure observed mg greater effect observed higher dos methadone doseeffect curve linear across range dos tested high dos buprenorphine methadone attenuated response hydromorphone challenge hr later data indicate ceiling effect buprenorphine human may reduce abuse liability increase safety indicate opioid blockade occurs acute administration buprenorphine methadone
7542167,"Functional evidence that cell surface galectin-3 mediates homotypic cell adhesion. Galectin-3 (Gal-3) is a beta-galactoside-binding protein with M(r) approximately 30,000. Cell surface Gal-3 is postulated to be involved in homotypic aggregation of tumor cells in the circulation during metastasis through attachment to a complementary serum glycoprotein(s), which serves as a cross-linking bridge between adjacent cells. To test this hypothesis a recombinant strain of baculovirus encoding Gal-3 was used to infect Sf9 insect cells, which lack endogenous Gal-3. Immunoblotting and indirect immunofluorescence studies revealed that the infection with recombinant virus conferred Gal-3 expression on Sf9 cells, and the Gal-3 was localized on the cell surface as well as in the cytoplasm. Sf9 cells infected with recombinant virus underwent homotypic aggregation in the presence of exogenous glycoprotein (i.e., asialofetuin), whereas control cells uninfected or infected with wild-type virus did not. Lactose and Fab' fragments of anti-Gal-3 antibodies markedly inhibited the cell-cell aggregation. Moreover, cosuspension of Sf9 cells infected with the recombinant virus with uninfected cells in the presence of asialofetuin resulted in a preferential cell-cell adhesion of the Gal-3-expressing cells. These results directly demonstrate the ability of cell surface Gal-3 molecules to mediate homotypic cell adhesion by bridging through branched, soluble complementary glycoconjugates.",Gene therapy,functional evidence cell surface galectin mediates homotypic cell adhesion galectin gal betagalactosidebinding protein mr approximately cell surface gal postulated involved homotypic aggregation tumor cell circulation metastasis attachment complementary serum glycoprotein serf crosslinking bridge adjacent cell test hypothesis recombinant strain baculovirus encoding gal used infect sf insect cell lack endogenous gal immunoblotting indirect immunofluorescence study revealed infection recombinant virus conferred gal expression sf cell gal localized cell surface well cytoplasm sf cell infected recombinant virus underwent homotypic aggregation presence exogenous glycoprotein ie asialofetuin whereas control cell uninfected infected wildtype virus lactose fab fragment antigal antibody markedly inhibited cellcell aggregation moreover cosuspension sf cell infected recombinant virus uninfected cell presence asialofetuin resulted preferential cellcell adhesion galexpressing cell result directly demonstrate ability cell surface gal molecule mediate homotypic cell adhesion bridging branched soluble complementary glycoconjugates
7542164,"Volunteers, doctors take palliative care into the community. The face of palliative care is changing. In Ontario's St. Catharines region there has been a concerted effort to make it more of a community-based procedure. A local college even teaches a 2-year course in palliative care. The trend is expected to continue because Canadians are living longer, and more frail elderly people will be dying at home. Dr. Sandra Hartman, a palliative-care consultant, says physicians interested in palliative care must remember that there is more to it than providing medical assistance. She considers bereavement counseling for the patient's family a necessary part of follow-up preventive care.",Gene therapy,volunteer doctor take palliative care community face palliative care changing ontario st catharines region concerted effort make communitybased procedure local college even teach year course palliative care trend expected continue canadian living longer frail elderly people dying home dr sandra hartman palliativecare consultant say physician interested palliative care must remember providing medical assistance considers bereavement counseling patient family necessary part followup preventive care
7542138,"Are pelvic computed tomography, bone scan and pelvic lymphadenectomy necessary in the staging of prostatic cancer?. To investigate the effectiveness and economy of pelvic computed tomography (CT), bone scan and pelvic lymphadenectomy as staging modalities in patients undergoing radical prostatectomy. The use of prostate specific antigen (PSA) and Gleason's score as adjuncts to predict extracapsular disease were also evaluated and their economic implications examined. Between January 1990 and June 1993, 861 men were newly diagnosed with prostate cancer, of whom 409 underwent surgery. All patients underwent pelvic CT scans and PSA analysis. Patients undergoing surgery had pre-operative bone scans and Gleason's scoring of their pathological tissue. Only 13 (1.5%) of 861 men had positive pelvic CT scans. Of the 409 patients who underwent surgery, all had negative pelvic CT and bone scans, and all underwent a modified pelvic lymphadenectomy; 192 (47%) had extracapsular disease. Only 15 (3.7%) patients who underwent surgery were found to have positive nodes. The use of pelvic CT and bone scans for clinical staging in patients with a PSA level of < or = 20 ng/mL should not be advocated because they have a very low yield and are not cost effective. We question the role of a modified pelvic lymphadenectomy for staging purposes, either by an open or laparoscopic procedure, because the yield of positive diagnoses is very low.",Gene therapy,pelvic computed tomography bone scan pelvic lymphadenectomy necessary staging prostatic cancer investigate effectiveness economy pelvic computed tomography ct bone scan pelvic lymphadenectomy staging modality patient undergoing radical prostatectomy use prostate specific antigen psa gleasons score adjunct predict extracapsular disease also evaluated economic implication examined january june men newly diagnosed prostate cancer underwent surgery patient underwent pelvic ct scan psa analysis patient undergoing surgery preoperative bone scan gleasons scoring pathological tissue men positive pelvic ct scan patient underwent surgery negative pelvic ct bone scan underwent modified pelvic lymphadenectomy extracapsular disease patient underwent surgery found positive node use pelvic ct bone scan clinical staging patient psa level ngml advocated low yield cost effective question role modified pelvic lymphadenectomy staging purpose either open laparoscopic procedure yield positive diagnosis low
7542129,"Fusaric acid in Fusarium moniliforme cultures, corn, and feeds toxic to livestock and the neurochemical effects in the brain and pineal gland of rats. Fusaric acid is produced by several species of Fusarium, which commonly infect corn and other agricultural commodities. Since this mycotoxin may augment the effects of other Fusarium toxins, a gas chromatography/mass spectrometry method of analysis in feeds was developed. Fusaric acid was analyzed as the trimethylsilyl-ester from F. moniliforme-cultures, -contaminated corn screenings, and feeds toxic to livestock. The mycotoxin was found in all samples and ranged from 0.43 to 12.39 micrograms/g sample. Also, fusaric acid was tested for its neurochemical effects in the brain and pineal gland of rats. Animals were dosed intraperitoneally (100 mg/kg body weight) 30 min prior to the onset of the dark phase (lights out) and the effects were studied at 1.5, 3.5, and 5.5 h after treatment. Brain serotonin (5HT), 5-hydroxyindoleacetic acid (5HIAA), tyrosine (TYRO), and dopamine (DA) were increased (P < 0.05) by fusaric acid, and norepinephrine (NEpi) was decreased (P < 0.05). Analogously, DA in the pineal gland increased and NEpi decreased (P < 0.05). Pineal N-acetylserotonin (NAc5HT) was increased (P < 0.05), whereas pineal 5HT and its two major metabolites 5HIAA and 5-hydroxytryptophol (5HTOL) decreased (P < 0.05). Elevated brain TYRO and brain and pineal DA, with decreased NEpi, may be consistent with fusaric acid's partial inhibitory effect on tyrosine-hydroxylase and its inhibitory effect on dopamine-beta-hydroxylase, respectively. Elevated pineal Nac5HT is consistent with decreased pineal 5HT and the increased pineal DA, and support the dopaminergic stimulatory activity of the enzyme responsible for the conversion of 5HT to NAc5HT. This is the first report of fusaric acid's in vivo effect on pineal DA, NEpi, 5HT, and NAc5HT in rats, and a relation for the effects on TYRO, 5HT, and 5HIAA in brain tissue. The results indicate fusaric acid alters brain and pineal neurotransmitters and may contribute to the toxic effects of Fusarium-contaminated feeds.",Gene therapy,fusaric acid fusarium moniliforme culture corn feed toxic livestock neurochemical effect brain pineal gland rat fusaric acid produced several specie fusarium commonly infect corn agricultural commodity since mycotoxin may augment effect fusarium toxin gas chromatographymass spectrometry method analysis feed developed fusaric acid analyzed trimethylsilylester moniliformecultures contaminated corn screening feed toxic livestock mycotoxin found sample ranged microgramsg sample also fusaric acid tested neurochemical effect brain pineal gland rat animal dosed intraperitoneally mgkg body weight min prior onset dark phase light effect studied treatment brain serotonin ht hydroxyindoleacetic acid hiaa tyrosine tyro dopamine da increased fusaric acid norepinephrine nepi decreased analogously da pineal gland increased nepi decreased pineal nacetylserotonin nacht increased whereas pineal ht two major metabolite hiaa hydroxytryptophol htol decreased elevated brain tyro brain pineal da decreased nepi may consistent fusaric acid partial inhibitory effect tyrosinehydroxylase inhibitory effect dopaminebetahydroxylase respectively elevated pineal nacht consistent decreased pineal ht increased pineal da support dopaminergic stimulatory activity enzyme responsible conversion ht nacht first report fusaric acid vivo effect pineal da nepi ht nacht rat relation effect tyro ht hiaa brain tissue result indicate fusaric acid alters brain pineal neurotransmitter may contribute toxic effect fusariumcontaminated feed
