pubmed_id,abstract,topic
7355517,[Occult hemolacrima in hematological patients. Study using a simple stix method]. ,Immunology
7355337,"Severe local reactions to pneumococcal vaccine. Two patients who received pneumococcal vaccine had severe pain and swelling that extended beyond the site of injection. Both patients were atopic, and each had either received pneumococcal vaccine in the past or had had extensive laboratory contact with pneumococci. Care must be exercised in selecting patients for revaccination with pneumococcal vaccines.",Immunology
7355332,"Fludrocortisone therapy for hypercalcemia. A patient with mild hypercalcemia associated with adenocarcinoma of the lung was treated with fludrocortisone, a synthetic mineralocorticoid. Hypercalcemia resolved during therapy in conjunction with sodium retention and increased weight. Volume expansion and weight gain were highly correlated with decreases in the serum calcium level. Augmented urinary calcium excretion was documented in the first week of therapy and is the likely mechanism for the observed lowering of serum calcium levels. Long-term fludrocortisone therapy was not associated with signs of hyperaldosteronism and appears to be an effective means of controlling mild hypercalcemia.",Immunology
7355322,Clinicopathologic conference. University of Oregon Health Sciences Center. Hepatosplenomegaly and diffuse lymphadenopathy in a young woman. ,Immunology
7355313,"Asymptomatic primary biliary cirrhosis. Ten asymptomatic patients with biochemical, immunologic, and histologic features of primary biliary cirrhosis are described. Their liver disease was first suggested by an elevated alkaline phosphatase level upon routine biochemical screening tests. Increasing awareness of this disease has led to its increased detection in asymptomatic patients. It is this group of asymptomatic patients from whom we will learn more about the natural history of primary biliary cirrhosis.",Immunology
7354860,Oocytes in the testis. ,Immunology
7354851,Post-receptoral processes in colour vision. ,Immunology
7354743,Complications of cancer therapy. ,Immunology
7353907,Vitamin D therapy in uremic osteodystrophy: theoretical and practical considerations. ,Immunology
7353835,"A hospital-based program to bring young patients, community youth together. ",Immunology
7353821,"Multidisciplinary team malfunctioning on a state hospital unit: a case study. The use of multidisciplinary teams in the care of psychiatric patients can be countertherapeutic unless attention is paid to the dynamics of team functioning. The authors present a case study of team malfunctioning on an inpatient unit in a state hospital that resulted from staff's role confusion and insecurity. Patient care was relegated to second place as major interpersonal conflicts among the staff were played out along ethnic and cultural lines. Resolution of the conflicts required identifying their source, clarifying staff roles, and initiating a special inservice training program focused primarily on the needs of paraprofessional staff.",Immunology
7352084,"Left ventricular size and function in women receiving oral contraceptives. Echocardiography and systolic time-interval measurements were performed to assess left ventricular size and function in 15 women receiving oral contraceptives and in a control group. There was no significant difference in heart rate (78 +/- 9 verus 72 +/- 12 beats/min), blood pressure (116 +/- 8/72 +/- 7 versus 110 +/- 11/67 +/- 9 mmHg), left ventricular ejection time/preejection period (LVET/PEP) (0.31 +/- 0.05 versus 0.29 +/- 0.05), left ventricular internal dimension in diastrol (4.3 +/- 0.3 versus 4.3 +/- 0.5 cm) or systole (2.7 +/- 0.3 versus 2.6 +/- 0.4 cm), shortening fraction (0.37 +/- 0.05 versus 0.41 +/- 0.05), or mean normalized velocity of circumferential shortening (1.30 +/- 0.21 versus 1.31 +/- 0.23). Therefore, young, healthy women receiving oral contraceptives do not appear to be at increased risk with respect to abnormalities of ventricular volume or contraction.",Immunology
7351732,"Aspiration with amylase determination in differentiating pancreatic from renal cysts. Cyst puncture has become a valuable diagnostic tool in the management of renal masses considered to be cystic by ultrasound. A case is reported of a mass that was considered to be a renal cyst after urographic, sonographic and angiographic examination. However, the correct diagnosis was made by determining the amylase content of the aspirated fluid.",Immunology
7351718,Bladder carcinoma. ,Immunology
7351676,"The family meeting in critical care settings. A routine, carefully planned meeting with families of patients in a trauma unit or critical care setting can improve coping and enhance patient care. Even though staffs in intensive care units realize that families may profoundly influence a patient's psychologic state, or may themselves be severely stressed, few units systematically address the needs of families in crisis. Common needs of families of acutely injured patients are the need to be with the patient, to learn about his condition, to feel useful, to express feeling about the situation, and to obtain emotional support. Besides addressing these needs, a family meeting can reduce family turmoil, help dispel family-staff conflict, and provide a format for educating staff about psychologic responses to life-threatening illness. The experience with eight patients in an ICU is described, and guidelines given for family meetings. Factors assuring a successful family meeting include careful attention to leadership, timing, communication, and clear priorities.",Immunology
7351556,Microsurgical anatomy of the choroidal arteries: lateral and third ventricles. ,Immunology
7351536,"Acquisition of susceptibility to coxsackievirus A2 by the rat L8 cell line during myogenic differentiation. Coxsackievirus A2 was propagated to high titres in the established rat L8 myogenic cell line during the stage of differentiation characterized by fusion of myoblasts into multinucleated myotubes (192 h post-plating cultures). In contrast, pre-fusion mononucleated L8 cultured infected 24 h after plating were refractory to Coxsackievirus A2 infection, as was a non-fusing clonal variant of the L8 line (L8CL3-U) regardless of the age of the latter cultures. The development of virus susceptibility in the older L8 cultures correlated with a marked virus-specific c.p.e. as evidenced by vacuolated degenerating myotubes with disrupted cytoplasm, whereas no c.p.e. was seen following infection of the young L8 or variant L8CL3-U cultures. The restriction of Coxsackievirus A2 replication in young L8 and L8CL3-U cultures occurred after virus attachment.",Immunology
7351492,"PUVA-induced repigmentation of vitiligo: scanning electron microscopy of hair follicles. PUVA-i-duced repigmentation of vitiligo was studied using both the split-dopa reaction and scanning electron microscopy. Proliferation of hypertrophic, Dopa-positive melanocytes were observed in the lower portion of some hair follicles, whereas other giant melanocytes were observed along the middle portion. The existence of a melanocyte reservoir in human hair follicles is postulated.",Immunology
7351491,"Morphological characteristics of epithelial and fibroblastic cells growing out from biopsies of human skin. Skin biopsies are routinely used to establish fibroblast cultures in vitro, but the ultrastructural properties of the cells during this outgrowth have not received much attention. In the present study, the rate and the nature of the outgrowth of skin biopsy explants were examined in a quantitative and qualitative fashion. Attention was particularly focused on the morphogenetic properties of the various cell types present in the initial outgrowth. The rate of success in obtaining an outgrowth from the explants was slightly dependent on the composition of the medium or the serum. In more than 95% of the cases an initial epithelial outgrowth was obtained. At a later stage the outgrowth became fibroblastic. Remarkable differences in the behavior and ultrastructural properties of epithelial and fibroblastic cells were observed. Incorporation of 3H-thymidine occurred almost simultaneously with the epithelial outgrowth but preceded the migration of the fibroblasts. Under scanning and transmission electron microscopy, the cells of the outermost layers of the epithelium remained flat and polygonal and were covered with small villi during migration. The cells were closely apposed. The germinative cells had a spiky surface and were separated by large intercellular spaces. No basal lamina was formed by the migrating cells. The fibroblasts maintained their shape and smooth surface and reached the substratum under the epithelial outgrowth. They accumulated microfilaments and microtubules in their cytoplasm and were characterized by surface-associated extracellular material. On the substratum, the fibroblasts spreadout. The behavior and ultrastructural properties of these fibroblasts resemble closely those observed on fibroblasts growing-out from aggregates.",Immunology
7351063,"Echocardiographic documentation of vegetative lesions in infective endocarditis: clinical implications. Eighty-seven patients with the clinical syndrome of infective endocarditis were examined by M-mode and two-dimensional echocardiography. Patients were divided into two groups based on the presence or absence of echocardiographically detected vegetative lesions. Group 1 consisted of 47 patients with one or more vegetations. Group 2 consisted of 40 patients without evidence of vegetations. Group 1 patients had a higher rate of complications: emboli, congestive heart failure and the need for surgical intervention. Analysis of morphologic characteristics of the vegetations in group 1 was of no predictive value for complications in individual patients. Two-thirds of the vegetations persisted unaltered well beyond the period of bacteriologic cure without significant complications. No characteristic alteration of the vegetations predicted the efficacy of medical therapy. Although the detection of vegetations by echocardiography in patients with the clinical syndrome of endocarditis clearly identifies a subgroup at risk for complications, decisions regarding clinical management made solely on the basis of the presence or absence of vegetative lesions are hazardous. Management of such patients must continue to be based on the clinical integration of multiple factors.",Immunology
7350971,"Thiamine content and turnover rates of some rat nervous regions, using labeled thiamine as a tracer. The content of total thiamine radioactivity in some nervous structures and liver of the rat was determined in a steady state condition, using [thiazole-2-14C]thiamine as a tracer. The contents were analyzed by a mamillary type compartmental model which enabled us to calculate the influx and efflux fractional rate constants, turnover times, turnover rates and relative accuracy. Total thiamine turnover rates of the central nervous system regions were found to be ordered in the following sequence: cerebellum (0.55 microgram/g.h) greater than medullar and pons greater than spinal cord and hypothalamus greater than midbrain (plus thalamic area) and corpus striatum greater than cerebral cortex (0.16 microgram/g.h). Sciatic nerve turnover rate was 0.58 microgram/g.h. The turnover times were mainly between 5 and 10 h (range 2.4--16.4 h). The influx rate constants could be ordered as follows: cerebellum greater than hypothalamus, pons and medulla greater than corpus striatum, spinal cord, midbrain (plus thalamic area) and sciatic nerve greater than cerebral cortex. The results show in general a good agreement between turnover rate values and brain regional sensitivity to thiamine deficiency, the most vulnerable areas to thiamine depletion being those with the highest turnover rates.",Immunology
7350880,"Remote hydraulic syringe actuator: its use to avoid radiation exposure during intraoperative arteriography. A simple, inexpensive device consisting of a double hydraulic syringe system and a holding fixture was devised for intraoperative arteriography to avoid exposure of personnel to radiation. The procedure of intraoperative angiography has thus become safer, less time consuming, and more reliable in obtaining high-quality angiographic studies.",Immunology
7350878,UCLA conference: noninvasive assessment of myocardial function. ,Immunology
7350840,Stomal and recurrent ulceration: medical or surgical management?. ,Immunology
7350832,International research: the People's Republic of China. ,Immunology
7350803,"Improved exercise ejection fraction with long-term prazosin therapy in patients with heart failure. To study the effect of prazosin therapy on left ventricular function in patients with chronic stable heart failure, first pass radionuclide angiography at rest and during exercise was performed in 15 patients before the administration of prazosin and after seven to 12 weeks of prazosin therapy. There was no significant change in resting ejection fraction before and during prazosin therapy (36 +/- 14 per cent versus 37 +/- 14 per cent) (mean +/- standard deviation). However, exercise ejection fraction increased from 34 +/- 14 per cent to 42 +/- 17 per cent (p less than 0.01). The difference in ejection fraction from rest to exercise (ejection fraction response) changed significantly from -2 +/- 6 per cent before prazosin therapy to +5 +/- 7 per cent during prazosin therapy (p less than 0.01). Exercise duration increased from 368 +/- 82 seconds to 476 +/- 82 seconds (p less than 0.01). Total work capacity measured in kilojoules increased from 12.6 +/- 8.3 to 18.6 +/- 10.4 (p less than 0.01). The improved ejection fraction response during prazosin therapy correlated with the improved work capacity (r = 0.69, p less than 0.01) and exercise duration (p = 0.59, p less than 0.05). This improvement occurred despite a significant weight gain with prazosin from 72.2 +/- 20.8 kg to 73.5 +/- 20.8 kg (p less than 0.01). These data suggest that long-term prazosin therapy is effective in the treatment of heart failure. However, the beneficial effects of prazosin, an alpha 1 blocking agent, may be evident only during exercise.",Immunology
7350787,"Changes in zinc metabolism during the course of the nephrotic syndrome. The plasma zinc concentration and quantitative urinary zinc excretion were studied in 105 pediatric patients with the nephrotic syndrome or nephritis-nephrosis. The plasma level was decreased to a mean value of 51.7 microgram/dL in patients with the nephrotic syndrome (controls, 85 microgram/dL). The rate of urinary zinc excretion was not different from that of the controls, with the exception of patients whose disease was in the polyuric phase of beginning remission where it was fivefold higher and those who had achieved a long-lasting remission of the disease. Since about two thirds of the plasma zinc is bound to albumin, an unchanged zinc-albumin ratio would reflect an equal zinc and albumin loss. The ratio, however, was increased twofold and thus does not adequately explain the hypozincemia. The low hair level of 86 microgram/g may suggest a more profoundly disturbed zinc metabolism than originally thought.",Immunology
7347699,"[Inhibitory and fatal activity of amoxicillin, erythromycin and josamycin against Streptococci]. 23 Streptococcus sp. of different serological groups were assayed to evaluate the susceptibility to amoxycillin, erythromycin and josamycin. Inhibitory (CMI) and bactericidal (CMB) activity were compared to minimal lethal concentration (CML) observed at different times from the beginning of incubation to study the kinetic of lethal effect of the three antibiotics. Erythromycin shows an earlier bactericidal efficacy against most of the strains assayed. CMB and CML evaluated after 18 hours of incubation are generally similar, while CML against Streptococci group G, Streptococci group D assayed with macrolides and CML against alpha-haemolytic Streptococci assayed with amoxycillin are higher.",Immunology
7347671,Long-term retention of vision following vitrectomy in diabetic patients. ,Immunology
7347613,"[Helminth parasites of the South American sea lion Otaria flavescens from the Gulf of Arauco, Chile]. ",Immunology
7347567,Isolation of antibiotic-resistant Salmonella krefeld from clinical veterinary materials. Six isolations of Salmonella krefeld were made from clinical veterinary specimens. These isolates were multiply resistant to several antimicrobial agents commonly used to treat salmonellosis.,Immunology
7347520,Evaluating history-taking and physical examination skills: a structured vs traditional approach. ,Immunology
7347515,The overall validity of the new MCAT. ,Immunology
7346759,[Serum ferritin in the follow-up of homozygotic beta-thalassemia treated with blood transfusion and iron-chelating agents]. ,Immunology
7343844,Incidence and neurological significance of postoperative cerebral vasospasm. A study of 80 consecutive cases with clipped saccular aneurysms. ,Immunology
7343823,Entomological aspects of endemic dengue fever in Sarawak 1973 - 1980. ,Immunology
7343815,Epidural block anesthesia for culdoscopy. ,Immunology
7343789,Perception of speech rate as a function of vocal intensity and frequency. ,Immunology
7343757,Effect of haloperidol administration on serum MHPG-SO4 levels in chronic schizophrenics. ,Immunology
7343756,Experimental central serous chorioretinopathy. II: Further clinical findings. ,Immunology
7343537,"Results of the surgical treatment of congenital hydronephrosis caused by subpelvic obstruction. The results of surgical treatment for obstruction at the pyeloureteral junction in 282 patients, both children and adults, are presented. Most of the patients were treated by the Anderson-Hynes method, without nephrostomy. Good results were achieved in 71.2%, satisfactory ones in 20.4% of the cases. The rest of the patients underwent further surgery. The causes of late and early postoperative complications are analysed. A good result depends upon the adequate choice of operation and the correct technique of its performance.",Immunology
7343389,[International ethical guides for human experimentation]. ,Immunology
7340505,"The measurement of multiple drug use and its relationship to the patterning of alcohol intake. The increasing prevalence of multiple drug use among adolescents presents researchers with complex conceptual and measurement issues. This work examines definitions of and indicators of multiple drug use involvement, as well as the interrelationships between indices of drug involvement incorporating different dimensions. Data regarding the relationship between patterns of alcohol use and illicit drug use in a population of 1473 teenagers interviewed in a northwestern metropolitan community indicate that : (1) regardless of the dimensions incorporated into four different indices of drug involvement examined, intercorrelations between indices were strong; (2) although the correlations between indices of drug involvement and overall levels of alcohol intake were uniformly weak, it was shown that levels of drug involvement vary directly with the maximum volume of alcohol used. Although the results of the current investigation must be viewed cautiously because of the concentration of heavy users of both alcohol and drugs in the population upon which the research is based, among adolescents, the spacing of drinking episodes and the patterning of alcohol intake may be more important determinants of polydrug involvement thant the quantity of alcohol consumed.",Immunology
7340501,"The eye roll sign and other scores of the Hypnotic Induction Profile (HIP) as related to the Stanford Hypnotic Susceptibility Scale, Form C (SHSS:C): a critical discussion of a study by Frischholz and others. ",Immunology
7339214,"Determination of methadone and its primary metabolite in biologic fluids using gas chromatography with nitrogen-phosphorus detection. A method is described for the determination of methadone and its primary metabolite, 1,5-dimethyl-3,3-diphenyl-2-ethylidinepyrrolidine, in biologic fluids using gas chromatography with nitrogen-phosphorus detection. A simple extraction scheme is employed that is convenient for processing the large numbers of samples generated in pharmacokinetic studies. The method is sensitive enough for accurate determination of concentrations less than 5 ng/mL of both methadone and its primary metabolite in 1 mL of biologic specimens.",Immunology
7339206,"A simple procedure for separating drugs from interfering lipids on special thin layer chromatographic media. A method is reported for separating drugs from serum lipids on special thin layer chromatographic media with insertable sample application discs, using a double-development, single dimensional technique. Drugs whose detection normally was precluded by lipid were detected at therapeutic levels using the new procedure.",Immunology
7339204,The use of a transfixation splint to stabilize a bilateral mandibular fracture in a dog. ,Immunology
7339183,[Pulmonary hemorrhage and hemoptysis in patients admitted to a tuberculosis hospital]. ,Immunology
7339166,[Benzodiazepines]. ,Immunology
7338595,The stability of sarin and soman in dilute aqueous solutions and the catalytic effect of acetate ion. The hydrolysis of aqueous solutions of organophosphonate compounds such as sarin and soman is a critical factor in biochemical and therapeutic studies. The ability to dilute and transport these compounds with assurance of their purity is imperative to the integrity of such studies. An enzymic method has been used to measure low levels of organophosphonates. Maximum stability data were determined in aqueous and isotonic saline solutions. Acetate ion was found to significantly accelerate hydrolysis.1,Immunology
7338052,Silicone extended-wear contact lenses in aphakic patients: a comparison with intraocular lenses over four years of continuous use. ,Immunology
7336645,[Treatment of patients with chronic pyelonephritis in Finnish baths]. ,Immunology
7336542,Isolation of Acholeplasma oculi in Northern Ireland. ,Immunology
7335987,"Oxygen availability and growth of the chick embryo. Two experiments were performed using White Leghorn eggs incubated in 50% humidity, at 38 degrees centigrade, and an average barometric pressure of 747 Torr. In one experiment, eggs in the experimental group were each half covered with a neoprene membrane, reducing the diffusing capacity by approximately 20%, and incubated in 21% O2. In the second experiment, the experimental eggs were incubated (uncovered) in 60% O2. Control eggs were incubated (uncovered in 21% O2 simultaneously with the experimental eggs in each study. A relationship between egg surface area (calculated from weight of the freshly laid egg) and embryo weight at 18 days was confirmed for all three groups. When comparisons were made among the groups, there was significant retardation of embryonic growth in the half-covered eggs; in contrast, embryos from eggs incubated in 60% O2 were significantly heavier at 18 days that control eggs incubated in air. The fact that embryo growth can be accelerated by incubation of the egg in 60% O2 suggests that the oxygen tension in blood leaving the chorioallantoic capillaries normally limits the rate of embryonic growth for the first 18 days of incubation in this species.",Immunology
7335835,[Psychoanalytic technic of play: its history and significance]. ,Immunology
7334888,[Legionnaires' disease: a case with severe neurological involvement]. ,Immunology
7334344,[Screening for mucoviscidosis by meconium analysis. 7 years' experience]. ,Immunology
7332293,Cancer Epidemiology. The methods of epidemiological studies of cancer in man are discussed briefly with reference to sources of information and the clues they may provide to cancer aetiology. Some of the features of the cancer patterns in Singapore are presented. Geographical and racial variations in cancer incidence and their possible determinants are discussed and tabulated.,Immunology
7331656,"To the management of the solitary thyroid nodule. Excisional biopsy with peroperative frozen section and later paraffin section examination was performed in 107 consecutive cases of solitary thyroid nodules. Frozen section gave a correct diagnosis in 99 cases (92%). A false benign diagnosis was made in 6 cases, one was inconclusive and one was false malignant (Hürthle cell tumor). Technetium scintigraphy was of no definite diagnostic value. Malignancy was found in 25 cases (23%) in which the whole gland was removed. Multicentric bilateral lobe involvement was encountered in 7 patients. Lack of reliable preoperative diagnostic methods makes liberal excisional biopsy of all solitary thyroid nodules advisable.",Immunology
7330130,Rehabilitation through productive participation: still waiting in the wings?. ,Immunology
7329647,[Biomechanical foundation of metal osteosynthesis with pins in femoral neck fractures]. ,Immunology
7325720,"[Peripheral mechanisms implicated in the interaction of atropine, amphetamine and reserpine on body temperature in the conscious rat]. ",Immunology
7325330,[ABO antigen distribution in couples with immunological sterility]. ,Immunology
7325326,[Clinical evaluation of the methods of analyzing uterine activity]. ,Immunology
7354848,Chemical company study shows no dioxin hazard. ,Immunology
7344014,[Early psychosocial stimulation of children by children. Developing the human quality of life]. ,Immunology
7344006,"[Post mortem changes in the intestinal mucosa and lung tissue of Mus musculus, observed by scanning electron microscopy]. Post mortem ultrastructural alterations of surface epithelial tissues were studied by scanning electron microscopy. Ten male albino mice were sacrificed, and the duodenum, ileum and lung excised and fixed immediately, at 20, 40, 60 and 120 minutes post mortem. The intestinal villi and microvilli tended to flatten and to lose rigidity of cellular architecture. Alveolal epithelial cells showed the beginning of edema. Ultrastructural changes in epithelial cells were noticed as early as 20 minutes after death.",Immunology
7344002,[Myocardial scintigraphy with technetium-99m diphosphonate following radiation therapy of the thoracic area (author's transl)]. ,Immunology
7354103,On the interpretation of smoking risks in atherosclerosis. ,Immunology
7327583,"Retinoblastoma-del(13q14): report of two patients, one with a trisomic sib due to maternal insertion. Gene-dosage effect for esterase D. Two cases of del(13)-retinoblastoma are reported. Case 1, a 13-month-old male, was monosomic due to the malsegregation of the maternal ins(20;13)(p12;q1307q14.3). The patients's sister was trisomic for 13q1307q14.3 with no evident phenotypic effect. Case 2 was a 20-month-old female with a denovo del(13)(q1303q14.3). In both instances esterase D activity showed a remarkable gene-dosage effect in monosomy, disomy, and trisomy, thus confirming the assignment of the gene locus to 13q14, and more precisely to the proximal half of this band. In all instances, the ESTD phenotypes were 1-1. It is suggested that esterase D activity should become an important diagnostic criteria for the various etiological forms of retinoblastoma.",Immunology
7351348,"Receptors for IgG Fc and complement in the mammalian aorta. The presence of IgG Fc receptors in the tissue sections of aorta and aortic valves of man, ox and pig was demonstrated by means of hemadsorption of human and rabbit IgG antibody sensitized erythrocytes to these sections. C3b receptors in the tissue sections of aortic valves of these three mammals were also demonstrated by using sheep erythrocytes sensitized with rabbit IgM antibody which bound murine complement. 8 of 13 systemic lupus erythematosus sera and 2 of 19 other collagen disease sera were shown to be able to inhibit the adsorption of rabbit IgG antibody sensitized erythrocytes to the human aortic sections upon preincubation of the tissues with the pathologic sera. The amount of immune complexes in the 'inhibition-positive' sera was significantly higher than that in the negative sera.",Immunology
7351250,Sensitivity analysis of biosystem models. ,Immunology
7350907,"Imitating gestures. A quantitative approach to ideomotor apraxia. The ability to carry out movements on imitation was assessed with a 24-item test in uniterally hemisphere-damaged patients. On the basis of a cutoff score derived from the performances of 100 control patients, 20% of the right brain-damaged patients were calssified as apraxic. Most right brain-damaged patients were only mildly defective, but a few showed a striking impairment. In left brain-damaged patients apraxia was not only more frequent, but also much more severe and was nearly always associated with aphasia. However, the correlation between the motor and the language disorder was not particularly high, and the link between the two symptoms was thought to be dependent on the contiguity of the underlying nervous structures.",Immunology
7349805,"Preneoplastic changes in epithelium and mesenchyme in colon of rats treated with 1,2-dimethylhydrazine. Twenty-eight rats were given weekly injections of 1,2-dimethylhydrazine (DMH) for periods of 1-10 weeks. The preneoplastic changes occurring in the descending colon were monitored by transmission electron microscopy. Marked uniformity was observed in the time period of lesion development in the colon induced by the carcinogen especially at the epithelialstromal junction in preneoplastic lesions. Little changes were observed after 3 weeks treatment with the DMH. The greatest changes occurred after 6 weeks treatment, resulting in epithelium and mesenchyme. It has been confirmed that 3 weeks treatment with DMH is subcarcinogenic, whereas 10 weeks treatment results in a high incidence of tumors. These findings are compatible with the hypothesis that a carcinogen may act by inducing alterations in a small number of enterocytes and that colonic tumors arise through stepwise evolutional changes in these cells.",Immunology
7349657,Mechanical considerations of extracapsular surgery. ,Immunology
7349474,"[Electromyographic correlations of ingesta movements in the proximal digestive tract of the hen]. Digesta transit along the oesophagus, crop and stomach has been determined by the migration of spike bursts correlated with cineradiographic observations in hens fitted with chronically implanted electrodes. The passage of digesta along the oesophagus corresponded to the propagation of isolated spike bursts. During crop filling, the activity was weak, its emptying being mediated by migrating repetitive spike bursts. A cyclically recurring electrical activity was noted for the glandular and muscular stomachs and the duodenum; their motility is described in relation to digesta movements.",Immunology
7348637,Geriatrics and pharmacy. ,Immunology
7348623,Position paper. Psychiatry. ,Immunology
7348621,Position paper. Dentistry. ,Immunology
7348619,The Ethel Percy Andrus Gerontology Center and gerontology and geriatrics education. ,Immunology
7348597,Observations on African giant rats (Cricetomys gambianus Waterhouse) experimentally infected with salivarian trypanosomes. ,Immunology
7348590,An epizootic of anthrax in goats and sheep in Danbatta Nigeria. ,Immunology
7348563,"Estrogen receptor measurement in low-protein breast cancer cytosols. A modified charcoal technique. The assay of estrogen receptor (ER) in human breast cancer biopsies is usually excellent using the dextrancoated charcoal method. If the cytosol protein concentration is below 1 mg/ml, however, underestimation of ER content occurs presumably due to adsorption of ER to the charcoal. This problem can be minimized if 1 mg/ml of bovine serum albumin (BSA) is added to the charcoal solution prior to use.",Immunology
7347857,[Evaluation of therapeutic counterproof in the diagnosis of celiac disease]. ,Immunology
7347639,Differential effect of secondary aqueous humor from rabbit and cat on DNA synthesis of cultured bovine corneal endothelial cells. ,Immunology
7347586,"The effect of bacterial and fungal phospholipids on the activity of macrophages. The effect of some bacterial and fungal phospholipids on the functions of macrophage in mice was studied. It has been found that in animals injected with phospholipids from Staphylococcus aureus, Streptococcus faecalis, Bacillus subtilis and Aspergillus fumigatus the population of macrophages with increased phagocytic and microbicidal activity appeared. The phospholipids from Cryptococcus neoformans and Penicillium notatum did not affect the activity of macrophages. Administration of the Candida albicans phospholipids to mice resulted in the decrease of the macrophage activity. These phospholipids exerted also toxic action on phagocytes in vitro. On the other hand phospholipids from Aspergillus fumigatus stimulated mouse macrophages in vitro.",Immunology
7347537,Symposium: The rise and fall of three year medical curricula. ,Immunology
7347497,"Scanning electron microscopy of the decidual stalk and decidua basalis in the mouse. Placentas either in situ or mechanically separated from their uterine beds were surveyed by scanning electron microscopy to determine the changing relationship of the placenta to its uterine bed with special reference to alteration in the decidual basalis accompanying parturition. At 13 days gestation the placenta is connected to the uterus by a short, broad decidual stalk which becomes longer and more constricted by term. The stalk is covered by a layer of squamous epithelium. Mechanical separation of the placenta and uterus in early gestation reveals that the entire decidual basalis of the decidual stalk is composed of large coarse fibers. As gestation progresses, a relatively smooth acellular capsule forms around the base of the placenta. However, the center of the decidua basalis, the core of the stalk, continues to be composed of large coarse fibers throughout gestation and appears to be the only region penetrated by maternal vessels.",Immunology
7347401,[Differential effects of multidimensional speech therapy]. ,Immunology
7347353,"A comparison of upper gastrointestinal endoscopy and radiography. One hundred symptomatic patients were evaluated independently with upper gastrointestinal radiography and fiberoptic endoscopy, and the results were compared. Of the two endoscopists sequentially examining the same patient, one was informed of available clinical and radiographic details and the other was not. Knowledge of the x-ray examination by the informed endoscopist did not improve his accuracy. Each endoscopist made four errors of interpretation. The endoscopic and x-ray findings agreed in 46 of the 100 patients, most often (68%) in esophagus, least often (29%) in the stomach and half the time (45%) in the duodenum. Ulcer craters seen endoscopically were detected radiographically in 36% of patients. We conclude that: 1) knowledge of results of prior upper gastrointestinal radiography did not alter endoscopic results; 2) experienced endoscopists are accurate but make mistakes; and 3) endoscopic findings would have been unaltered had radiography not been performed.",Immunology
7347347,The differential diagnosis of lower extremity ulcerations. ,Immunology
7347341,Osteoid osteoma: a literature review and case report. ,Immunology
7347333,"Biochemical changes in the articular cartilage of the patella and femoral condyles in the lateral hyperpatellar syndrome. The biochemical changes in the articular cartilage of the femoral condyles and the patella were studied during the earliest stage of patello-femoral arthrosis, with particular reference to chondromalacia of the patella in the ""lateral hypertension syndrome"", with the object of comparing them with the results obtained by Boni et al. (1977) in the initial phases of experimental arthrosis induced in rabbits by means of vitamin A. The biochemical determinations were done on samples of cartilage removed at operation from the medial and lateral femoral condyles and the medial and lateral patellar articular facets in ten patients. The biopsy samples were fixed in 80% alcohol and dried in the oven at 50 degrees C for twenty-four hours. The hexosamine and hydroxyproline content was then determined. This investigation demonstrated significant biochemical changes in this syndrome in the four areas examined. The data obtained indicate that only the mucopolysaccharide component of the joint cartilage is involved at this stage. The most interesting finding was marked diminution in the galactosamine/glucosamine ratio, which was markedly diminished - the opposite of what occurs in established arthrosis. These data appear to be identical with those found in the early phases of vitamin A induced arthrosis in experimental rabbits. The diminution of hexosamine content and the diminished galactosamine/glucosamine ratio were more marked in the femoral condyles, which appeared to have few lesions macroscopically. These changes were also present in both articular facets of patella, but were less marked, probably because the degeneration was more advanced in those areas, thus more closely resembling frank arthrosis.",Immunology
7347019,Mechanisms of drug-induced cholestasis. ,Immunology
7346840,Drainage characteristics of the column disc catheter: a new chronic peritoneal access catheter. ,Immunology
7346812,Prenatal detection of the autosomal recessive type of polycystic kidney disease by trehalase assay in amniotic fluid. ,Immunology
7346784,Choice of methods for gathering nutrition information. ,Immunology
7344060,[Effect of the choice of the day for study on the assessment of the dietary habits of Warsaw women]. ,Immunology
7343993,A rare lymphangiographic complication: contrast-staining of liver and spleen. ,Immunology
7343991,[Bacteriuria screening with bioluminescence method (author's transl)]. ,Immunology
7343987,"[Pollen granules and other plant findings in cervico-vaginal smears]. 42 cervico-vaginal out of 20,000 smears were singled out with extraneous structures of vegetable kind. Botanic analysis showed fragments of tracheae, fibres, etc., and mainly many pollen grains. The reports, accompanied by a set of pictures, are showed. Some hypotheses are presented concerning their origin. Some suggestions are proposed in order to reduce this kind of contamination which, mainly because of pollens, may lead to erroneous diagnoses.",Immunology
7343983,[The importance of IgM anti-HAV test in hepatitis evaluation (author's transl)]. ,Immunology
7343862,[Orthopedic prevention in cerebral palsy patients (author's transl)]. ,Immunology
7333486,Reciprocity and the coping strategies of older people: cultural dimensions of network building. ,Immunology
7332418,"[Neuromyelitis optica or Devic disease complicating chickenpox (author's transl)]. In a 8 year-old girl, chickenpox was complicated with opticomyelitis (Devic's disease). In adults, opticomyelitis is often considered as closely related to multiple sclerosis; in children an infectious etiology must be investigated first.",Immunology
